,rating,reviewContent,clean_reviewContent
999,3,"Pembelian notebook ini mendapat apa saja selain notebook, charger, cd driver, kartu garansi.. Apakah mendapat tas dan mouse juga dengan harga yang sudah tertera?",beli notebook ini dapat apa saja selain notebook charger cd driver kartu garansi apakah dapat tas dan mouse juga dengan harga yang sudah tera
1000,1,"Hi, itemnya ready untuk dibeli sekarang. Silahkan langsung pesan ke (Whatsapp) 628166-16725. Untuk  pengiriman cepat ke daerah Anda,  Terimakasih Lazada Perlindungan PEMBELI 100%",hi item ready untuk beli sekarang silah langsung pesan ke whatsapp untuk kirim cepat ke daerah anda terimakasih lazada lindung beli
1001,2,Bagaimana persayatan kalau mau kredit?,bagaimana sayat kalau mau kredit
1002,3,Barang sudah sampai.. tapi belum di install windowsnya.,sudah sampai tapi belum di install windowsnya
1003,1,Tak bagus,tidak bagus
1004,4,"Selamat malam. Mohon bantuannya. Sy sedang kesulitan untuk menginstall driver. Windows yg sdh sy pasang adalah Windows 8.1 OS 64bit. Sy membaca petunjuk pada sampul dvd driver bahwa installer hanya support pada OS 64bit namun tetap saja tdk bisa menginstall drivernya. Isi dvd driver tsb sdh sy pindahkan juga ke flashdisk. Yg tdk fungsi sama sekali adalah Wireless dan Touchpad, VGA, Asus Smart Gesture. Mohon solusinya. Mksh",selamat malam mohon bantu saya sedang sulit untuk menginstall driver windows yang sudah saya pasang adalah windows os bit saya baca tunjuk pada sampul dvd driver bahwa installer hanya support pada os bit namun tetap saja tidak bisa menginstall drivernya isi dvd driver sebut sudah saya pindah juga ke flashdisk yang tidak fungsi sama sekali adalah wireless dan touchpad vga asus smart gesture mohon solusi terimakasih
1005,2,"Setelah saya pakai 3 bulan notbooknya mati, kenapa ini min ?? Pemakaian saya biasa tidak ada sama sekali jatuh / kena air dll tp tiba2 mati sendiri dan layar tidak nyala ? Minta info nya ??? Saya sedikit kecewa",telah saya pakai bulan notbooknya mati kenapa ini min pakai saya biasa tidak ada sama sekali jatuh kena air dan lain tetapi tiba mati sendiri dan layar tidak nyala minta informasi saya sedikit kecewa
1006,1,"Saya amat sering beli produk di lazada namun kali ini sy kecewa. Pembatalan pesanan saya, dari pihak lazada tgl 21 mei, namun sampai saat ini tgl 8 juni uang belum saya terima. Sudah tlp CS 2x. Sy kecewa :(",saya amat sering beli produk di lazada namun kali ini saya kecewa batal pesan saya dari pihak lazada tanggal mei namun sampai saat ini tanggal juni uang belum saya terima sudah telepon cs x saya kecewa
1007,3,"pesen warna biru, dikasih warna merah....sudah saya install windows 10 tp touchpad tidak berfungsi...mungkin harus nyari dulu driver-nya..",pesan warna biru kasih warna merah sudah saya install windows tetapi touchpad tidak fungsi mungkin harus nyari dulu driver
1008,4,KAMI DARI DEAR LAZADA SELLER CENTER: Untuk Info Produck Diatas: 0823-8038-3253 (wa) Order/Pemesanan Barang Silahkan Hub/Add kami: 0823-8038-3253 (wa) PROMO SPESIAL: Beli 1 Gratis 1,kami dari dear lazada jual center untuk informasi produk atas wa order mesan silah hubung add kami wa promo spesial beli gratis
1009,1,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",bagi yang minat order pesan kami untuk lebih pasti silah add whatsapp wa langsung dari reseller toko terimah kasih
1010,1,"Assalamualaikum,, Gan kriman saya dari tggl 19-01-2018 smpai sekakarang koq ga smapai2,,",assalamualaikum juragan krim saya dari tanggal sampai sekakarang koq tidak smapai
1011,2,kasih info donk yg udah bisa nyicil? gmn prosesnya yg gak pake kartu kredit...terima kasih,kasih informasi donk yang sudah bisa nyicil bagaimana proses yang tidak pakai kartu kredit terima kasih
1012,3,Kalo nyicil bisa gak? Apa syaratnya?,kalau nyicil bisa tidak apa syarat
1013,3,Instal laptop free dos https://youtu.be/wTElYmvXol4,instal laptop free dos
1014,4,Bisa bayar ditempat gk ?,bisa bayar tempat tidak
1015,2,Assalamualaikum nih harga yh berapa siyal yh kuat gk,assalamualaikum nih harga yh berapa siyal yh kuat tidak
1016,2,Bisa pake window 7 64 bit gx ya,bisa pakai window bit tidak ya
1017,2,Min ini ada tempat cd nya ngk ?,min ini ada tempat cd tidak
1018,3,Gmna klo mau nyicil,bagaimana kalau mau nyicil
1019,4,"bgus kok, cuma harus banyak isntalannya lagi yaaa.. udh gtu emang gk ad kaset masternya kah? pakernyabcepet sampeh, kurirnya bagus juga. cuman kekurangan itu aja. tpi selehnya bgus aplagi packingnya. thx",bgus kok cuma harus banyak isntalannya lagi yaaa sudah begitu emang tidak ada kaset master kah pakernyabcepet sampeh kurir bagus juga cuma kurang itu saja tapi selehnya bgus aplagi packingnya terimakasih
1020,4,"Bagus, harga sesuai puas pelayanan cepat, sedikit trouble ketika menginstall sebaiknya untuk yang dos ada option install SO biar mudah mengecek.suskses buat LAZADA",bagus harga sesuai puas layan cepat sedikit trouble ketika menginstall baik untuk yang dos ada option install jadi biar mudah ecek suskses buat lazada
1021,1,Gan saya mau return / pengembalian dana.. touchpad tidak berfungsi.. driver smart gesture tidak bisa di install padahal sudah pake win 10.,juragan saya mau return kembali dana touchpad tidak fungsi driver smart gesture tidak bisa di install padahal sudah pakai menang
1022,2,"knapa touchpadnya tidak berfungsi lazada,waktu saya mau mengembalikan produk ,tulisan untuk pengembalian produknya tidak muncul,buruk !!!!!!!",kenapa touchpadnya tidak fungsi lazada waktu saya mau kembali produk tulis untuk kembali produk tidak muncul buruk
1023,1,"ini pas dinyalain kok ga langsung bisa dipake ya,belum di instal windows nya jg jd ga ngerti harus diapain",ini pas dinyalain kok tidak langsung bisa pakai ya belum di instal windows juga jadi tidak ngerti harus diapain
1024,3,"produk oke, untuk pengiriman lumayan, namun akan lebih baik jika di packing kayu. jangan bubble wrap saja, thanks",produk oke untuk kirim lumayan namun akan lebih baik jika di packing kayu jangan bubble wrap saja terimakasih
1025,1,"Baru pake 3 hari udah rusak aja !!!! So bad , mengecewakan !!!",baru pakai hari sudah rusak saja jadi bad kecewa
1026,3,Sesuai dg harganya murah tapi emang lemot ya krn msh 2GB. Pengiriman aman,sesuai dengan harga murah tapi emang lot ya karena masih kirim aman
1027,1,tidak fungsi,tidak fungsi
1028,1,Bisa di cicil selama 10bln gak,bisa di cicil lama bulan tidak
1029,3,lumayanlah,lumayan
1030,1,"mau tanya nih, kondisi barang baru  atau second, terima kasih",mau tanya nih kondisi baru atau second terima kasih
1031,3,"Sesuai foto engga nih barangnya, ragu mau beli takutnya gak sesuai foto sama barangnya",sesuai foto tidak nih barang ragu mau beli takut tidak sesuai foto sama barang
1032,3,Ini laptop atau notebook,ini laptop atau notebook
1033,2,Tinggal di kab.semarang tapi daerah tinggal ku tdk ada,tinggal di kab semarang tapi daerah tinggal ku tidak ada
1034,2,"Bagaimana....... Caranya nyicil, trs apakah pakai syarat2 gt",bagaimana cara nyicil terus apakah pakai syarat begitu
1035,3,"Windows10 sudah terinstal? Tingal pakai saja?? Ada yg bilang sudah, ada yg bilang belum",windows sudah terinstal tinggal pakai saja ada yang bilang sudah ada yang bilang belum
1036,2,Kirain lektop teryata bukan.pas di nyalain eror,kirain lektop teryata bukan pas di nyalain eror
1037,4,Bagaimna cara kredit.x..???..,bagaimna cara kredit x
1038,3,Ini klo sya mw beli tp rmahnya d desa trpencil bsa gk?,ini kalau saya mau beli tetapi rmahnya d desa trpencil bisa tidak
1039,3,"Mohon lazada perbaiki waktu pengiriman nya,agar bisa dipercepat",mohon lazada baik waktu kirim agar bisa cepat
1040,1,Kurirnya ngk sopan.marah marah dan ngk sabaran.tolong di tingkatkan lagi agar pelanggan merasa puas belanja di lazada,kurir tidak sopan marah marah dan tidak sabar tolong di tingkat lagi agar langgan rasa puas belanja di lazada
1041,2,Touchpad ga berfungsi,touchpad tidak fungsi
1042,3,sangat cepat,sangat cepat
1043,3,Pengiriman Super Lama.dr tgl 16 Mei 2019 d pesan. SAmpe nya tgl 29 Mei 2019. lama skli. Pdhal cuman kirim ke padang..😑😑😑 Brgnya belum di coba apkh bermsalah atau tidak,kirim super lama dari tanggal mei d pesan sampai tanggal mei lama skli padahal cuma kirim ke padang brgnya belum di coba apkh bermsalah atau tidak
1044,4,mantap barangnya...   ayoo yang lain di order disni ori deh pokoknya,mantap barang ayoo yang lain di order sini original deh pokok
1045,1,"Operasi sistem laptop gak ada, blank hanya layar hitam dan driver laptopnya juga gak ada, ihhh benar-benar parah nih..",operasi sistem laptop tidak ada blank hanya layar hitam dan driver laptop juga tidak ada ihhh benar benar parah nih
1046,4,"Pengiriman cepat ya, packing bagus lah. Cuma ada lecet pada laptop saya. Mungkin proses pengiriman atau dari produksinya",kirim cepat ya packing bagus lah cuma ada lecet pada laptop saya mungkin proses kirim atau dari produksi
1047,4,"Packing oke,,pengiriman sesuai perkiraan,,barang sesuai dan okee..tks",packing oke kirim sesuai kira sesuai dan okee terimakasih
1048,1,"Barang sangat mengecewakan,dan ternyata barang nya black market.",sangat kecewa dan nyata black market
1049,2,Gan katanya bisa cicilan itu gimna cara nya infonya donk,juragan kata bisa cicil itu bagaimana cara informasi donk
1050,4,Respon penjual dan pengiriman cepat. tp setelah pemakaian sambungan docknya ke layarnya ada yg tidak lancar. sehingga koneksi dockingnya dng layar terganggu. tidak bisa buat ngetik dan kursor,respon jual dan kirim cepat tetapi telah pakai sambung docknya ke layar ada yang tidak lancar sehingga koneksi dockingnya dengan layar ganggu tidak bisa buat ngetik dan kursor
1051,3,lumayan bagus,lumayan bagus
1052,1,barang tdk datang dan blm sy terima tp kok notifnya diterima ya ? apakah ada permainan di kurirnya ?,tidak datang dan belum saya terima tetapi kok pemberitahuannya terima ya apakah ada main di kurir
1053,2,"ada harga ada kualitas... tv murah ky gini jgn harap dapet kualitas oke... menang merk doank.... nyesel..... balik pake 32"" lcd aqous lbh jozzz  gw loakkkin nih tv prettttt",ada harga ada kualitas televisi murah seperti begini jangan harap dapet kualitas oke menang merk saja sesal balik pakai lcd aqous lebih jozzz saya loakkkin nih televisi prettttt
1054,1,"kurir nya ramah,tpi peking nya gk rapi,harus nya kan ada kayu nya,aq terima dalam keadaan pecah,tpi salah aq sendiri sih gk aq buka selama seminggu Karena jdi mau d balik kin juga gk bisa pasti",kurir ramah tapi peking tidak rapi harus kan ada kayu saya terima dalam ada pecah tapi salah saya sendiri sih tidak saya buka lama minggu karena jadi mau d balik kin juga tidak bisa pasti
1055,1,barang kualitas rendah made in china..kualitas  warna hancur harus lebih teliti lg kalau cari barang ..kayak tv jaman dulu warna nya..,kualitas rendah made in china kualitas warna hancur harus lebih teliti lagi kalau cari seperti televisi jaman dulu warna
1056,4,"ada celah antara layar dengan casing, tapi secara fungsi semua aman",ada celah antara layar dengan casing tapi cara fungsi semua aman
1057,4,"barang bagus,tp sayang pengiriman agak molor dr perkiraan.",bagus tetapi sayang kirim agak molor dari kira
1058,1,"Kondisi barang setelah dibuka pecah, saya batalkan saja... kapokk beli di sini",kondisi telah buka pecah saya batal saja kapokk beli di sini
1059,1,"Barang bagus, tp kalo ada yang beli dapet pengiriman Ark, dah lu umroh aja dulu",bagus tetapi kalau ada yang beli dapet kirim ark sudah kamu umroh saja dulu
1060,2,Tv diterima tanpa segel di bagian belakangnya.,televisi terima tanpa segel di bagi belakang
1061,1,barang yang datang rusak parah karena layar TV pecah,yang datang rusak parah karena layar televisi pecah
1062,4,Barang yang dikirim sesuai deskripsi. Kualitas gambar bagus.,yang kirim sesuai deskripsi kualitas gambar bagus
1063,1,Produk pertama yang Saya beli cacat. Produk kedua ini adalah produk yang tidak diinginkan.,produk pertama yang saya beli cacat produk dua ini adalah produk yang tidak ingin
1064,1,kecewa pas datang layar pecah,kecewa pas datang layar pecah
1065,5,thanks,terimakasih
1066,3,"Lazada lebih baik jangan pake JNE karena paket saya gak dianter kerumah,, JNE tracking datany paket udah diantar ke alamat tanggal 11 namun nyatanya tanggal 14 saya yg jemput ke kantorny JNE pas ditanya peg JNEny malah ngeyel,,jangan sampai pelayanan lazada yang udah maksimal rusak citranya oleh ekspedisi JNE",lazada lebih baik jangan pakai jne karena paket saya tidak anter ke rumah jne tracking datany paket sudah antar ke alamat tanggal namun nyata tanggal saya yang jemput ke kantorny jne pas tanya peg jneny malah ngeyel jangan sampai layan lazada yang sudah maksimal rusak citra oleh ekspedisi jne
1067,1,"Pikir2 dulu untuk membeli produk ini bagi calon pembeli.. Saya pesan dan bayar tanggal 14 Desember 2017. Dan sampai Sekarang tggl 21 Desember 2017 barang masih belum juga diterima. Padahal lokasi saya di jakarta pusat dan barang dari jakarta barat (bisanya naik motor 40menit sampe) Berarti sudah 7hari barang belum dikirim  - ENTAH TOKO NYA YANG LAMBAN  - ENTAH DARI LAZADANYA yang udah nggak peduli rating konsumen  - ENTAH KURIR NYA yang tidak bertanggungjawab atau Sengaja pilih kurir yang PALING MURAH karena ada GRATIS ONGKIR ?? kmarin saya main ke jakarta barat 40menit sampe , ini barang sudah 7hari gak nyampe2..nganterinnya pke apaan?????apa Ngesooott???? Saya beli produk serupa dari tangerang lewat shopee aja 3hari langsung sampe ... Ini 7hari lebih gak nyampe2...keterlaluan  untuk calon pembeli biar lebih hati2",pikir dulu untuk beli produk ini bagi calon beli saya pesan dan bayar tanggal desember dan sampai sekarang tanggal desember masih belum juga terima padahal lokasi saya di jakarta pusat dan dari jakarta barat bisa naik motor menit sampai arti sudah hari belum kirim entah toko yang lamban entah dari lazadanya yang sudah tidak peduli rating konsumen entah kurir yang tidak bertanggungjawab atau sengaja pilih kurir yang paling murah karena ada gratis ongkir kemarin saya main ke jakarta barat menit sampai ini sudah hari tidak sampai nganterinnya pakai apa apa ngesooott saya beli produk rupa dari tangerang lewat shopee saja hari langsung sampai ini hari lebih tidak sampai terlalu untuk calon beli biar lebih hati
1068,3,Tolong dari pihak lazada untuk menindak lanjuti secepatnya pesanan yang saya batalkan dan kembalikkan uang yang sudah saya bayarkan. Dan mohon lazada lebih teliti lagi dalam menyikapi permasalahan. karna pihak lazada tidak teliti dalam mengambil keputusan. karna barang yang belum sampai tiba-tiba diberitahukan sudah sampai. sedangkan saya batalkan pesanan dihari yang sama. tidak mungkin sehari saja barang dari jakarta langsung sampai ke papua. jadi tolong kerjasamanya dan tolong dengan penuh harap segera kembalikkan uang saya. karna saya sangat membutuhkan uang terserbut untuk saya pake operasi kanker saya.terimakasih,tolong dari pihak lazada untuk tindak lanjut cepat pesan yang saya batal dan kembalikkan uang yang sudah saya bayar dan mohon lazada lebih teliti lagi dalam sikap masalah karena pihak lazada tidak teliti dalam ambil putus karena yang belum sampai tiba tiba diberitahukan sudah sampai sedang saya batal pesan hari yang sama tidak mungkin hari saja dari jakarta langsung sampai ke papua jadi tolong kerjasamanya dan tolong dengan penuh harap segera kembalikkan uang saya karena saya sangat butuh uang terserbut untuk saya pakai operasi kanker saya terimakasih
1069,1,Saya mesen 2 minggu lebih barang gak sampe dan tiba tiba di batalin gitu aja sedangkan uang udah dipotong gak lagi lagi deh kecewa mikir dulu sebelum pesen nih barang,saya mesen minggu lebih tidak sampai dan tiba tiba di batalin begitu saja sedang uang sudah potong tidak lagi lagi deh kecewa berfikir dulu belum pesan nih
1070,2,"Pengiriman Led tv kq ndak di packing sama sekali payah, beli 3 dus nya hancur semua, layar lecet lecet,dus Tv kan tipis ndak tebel harusnya di bikin aman,toh kita bayar nya juga beneran ndak pake uang mainan,harga jutaan kq packing nya ngremehin",kirim led televisi kok tidak di packing sama sekali payah beli dus hancur semua layar lecet lecet dus televisi kan tipis tidak tebal harus di bikin aman toh kita bayar juga beneran tidak pakai uang main harga juta kok packing ngremehin
